Pais;Codigo_Categoria;Descripcion_Categoria;Codigo_Categoria_Incentivos;Descripcion_Categoria_Incentivos;Codigo_Subcategoria;Descripcion_Subcategoria;Codigo_Marca;Descripcion_Marca;Codigo_Familia;Descripcion_Familia;Codigo_Demanda;Descripcion_Demanda;Codigo_Sabor;Descripcion_Sabor;Codigo_MC1;Codigo_SAP;Codigo_Barras_Display;Descripcion_Articulo_SAP;Codigo_Tipo_Producto;Descripcion_Tipo_Producto;Habilitado;Estado;Unidades_Por_Display;Peso_por_display_KG;Displays_por_Caja;Peso_por_Caja_KG;IVA;Precio_por_Display;Precio_Unidad;Precio_Caja
Colombia;ZCBISC;BISCUITS;-000000057;Crackers;ZSCRA;CRACKERS;BR020;RITZ;F0086;RITZ X 67G;AC052;RITZ REGULAR_FF;SM00070;ORIGINAL;76222017215700;76222017215700;7622201721589;RITZ TACO CO 32UNX58,6G MAQ COL;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.41400;207.56;0.00;1,092.44;34,958.08
Colombia;ZCBISC;BISCUITS;-000000057;Crackers;ZSCRA;CRACKERS;BR020;RITZ;F0086;RITZ X 67G;AC052;RITZ REGULAR_FF;SM00070;ORIGINAL;76222017293800;76222017293800;7622201721589;RTS RITZ TACO CO 32UNX58,6G MAQ COL;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;1.92000;207.56;0.00;1,092.44;34,958.08
Colombia;ZCBISC;BISCUITS;-000000057;Crackers;ZSCRA;CRACKERS;BR020;RITZ;F0086;RITZ X 67G;AC052;RITZ REGULAR_FF;SM00070;ORIGINAL;76223002122310;76223002122310;7622300212230;RITZ TACO EXP EXP 64UNX67G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.84100;207.56;0.00;1,092.44;69,916.16
Colombia;ZCBISC;BISCUITS;-000000057;Crackers;ZSCRA;CRACKERS;BR020;RITZ;F0086;RITZ X 67G;AC052;RITZ REGULAR_FF;SM00070;ORIGINAL;76223009861700;76223009861700;7622300991821;RITZ TACO CO 32UNX67G MAQ COL;ZREGU;Regular;MDLZ;Activo;1.00;0.06800;32.00;2.41400;207.56;0.00;1,092.44;34,958.08
Colombia;ZCBISC;BISCUITS;-000000057;Crackers;ZSCRA;CRACKERS;BR020;RITZ;F0086;RITZ X 67G;AC052;RITZ REGULAR_FF;SM00070;ORIGINAL;76223009861701;76223009861701;7622300212230;RTS RITZ SLUG 4X8X67G;ZREGU;Regular;MDLZ;Activo;8.00;0.59700;4.00;2.69800;1,845.65;9,713.96;1,214.25;38,855.84
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0016;CHIPS AHOY X 45G;AC011;CHIPS AHOY PORTION PACK_FF;SM00015;CHOCOLATE;77501681567400;77501681567400;7750168214292;CHIPS AHOY CO 24X6X45G;ZREGU;Regular;MDLZ;Activo;6.00;0.27800;24.00;7.15100;1,053.78;5,546.22;924.37;133,109.28
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0016;CHIPS AHOY X 45G;AC011;CHIPS AHOY PORTION PACK_FF;SM00015;CHOCOLATE;77501681567415;77501681567415;7750168214292;CHIPS AHOY EXP 24X6X45G;ZREGU;Regular;MDLZ;Activo;6.00;0.27800;24.00;7.15100;1,053.78;5,546.22;924.37;133,109.28
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;76222104701300;76222104701300;7750168000697;MINICHIPS AHOY EXP 48X50G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.65700;255.46;0.00;1,344.54;64,537.92
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;76222106581000;76222106581000;7622210569530;READY TO SELL MINI CHIPS AHOY;ZREGU;Regular;MDLZ;Activo;1.00;0.36100;4.00;1.65000;1,120.62;5,898.00;5,898.00;23,592.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;76222106581001;76222106581001;7622210569530;READY TO SELL MINI CHIPS AHOY;ZOFER;Oferta;MDLZ;Activo;6.00;0.30600;4.00;1.52400;1,120.62;5,898.00;983.00;23,592.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;77021330104700;77021330104700;7750168000697;MINICHIPS AHOY CO 48X50G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.65700;255.46;0.00;1,344.54;64,537.92
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0065;OREO DARK FUDGE;AC040;OREO ENROBED_FF;SM00015;CHOCOLATE;76222017267200;76222017267200;7622201726737;OREO DARK FUDGE CO 48X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.66100;0.00;0.00;0.00;0.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0065;OREO DARK FUDGE;AC040;OREO ENROBED_FF;SM00015;CHOCOLATE;76222017345400;76222017345400;7622201726737;OREO DARK FUDGE EXP 24X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.65300;829.91;0.00;4,367.92;104,830.08
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00015;CHOCOLATE;76222017603100;76222017603100;7622201760328;OREO ROLLO CHOCO CO 30X108G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222014618200;76222014618200;7622201461836;OREO SLUG WACAM 30X126G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.31700;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222015163100;76222015163100;7622201516321;OREO ROLLO REG BTM EXP 30X126G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.07200;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016882900;76222016882900;7622201461836;OREO SLUG WACAM X 30 PRECORTE;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.07200;327.27;0.00;1,722.49;51,674.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016932000;76222016932000;7622201693213;OREO ROLLO REG CO 30X108G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016932001;76222016932001;7622201693213;OREO ROLLO REG CO 30X108G MAQ COL;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016932002;76222016932002;7622201693213;OREO ROLLO REG CO 30X108G PROM;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222017343800;76222017343800;7622201693213;OREO ROLLO REG CO 30X108G MAQ;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;335.30;0.00;1,764.71;52,941.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222106612700;76222106612700;7622300722197;OREO ROLLO REGULAR EXP 30X126G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.07200;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222011487000;76222011487000;7622300722395;OREO WHITE FUDGE MAQ 24X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;5.01200;1,016.67;0.00;5,350.88;128,421.12
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222017184000;76222017184000;7622201718411;OREO WHITE FUDGE CO 48X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.66100;1,040.39;0.00;5,475.72;262,834.56
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222109489100;76222109489100;7622300722470;OREO WHITE FUDGE EXP 24X262.4G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.47500;1,805.15;0.00;9,500.81;228,019.44
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222109500600;76222109500600;7622300722395;OREO WHITE FUDGE EXP 48X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.66100;1,016.67;0.00;5,350.88;256,842.24
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;77021338814200;77021338814200;7702133883378;2DP OREO WHITE FUDGE;ZOFER;Oferta;MDLZ;Activo;1.00;0.74000;1.00;0.74000;3,249.27;17,101.44;17,101.44;17,101.44
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;77021338814201;77021338814201;7702133883378;2DP OREO WHITE FUDGE FOP;ZOFER;Oferta;MDLZ;Activo;1.00;0.74000;1.00;0.74000;3,606.73;18,982.80;18,982.80;18,982.80
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77702133010510;77702133010510;7750168002240;OREO CHOCO EXP 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;447.06;2,352.95;392.16;65,882.60
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00081;SURTIDO;76222014143300;76222014143300;7622201414344;OREO SURTIDA 24X6X36G;ZOFER;Oferta;MDLZ;Activo;0.00;0.00000;0.00;5.79300;0.00;0.00;0.00;0.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00081;SURTIDO;76222015218400;76222015218400;7622201521868;OREO ORIGINAL X 6 + CS ORIGINAL X 6;ZOFER;Oferta;MDLZ;Activo;1.00;0.37200;14.00;5.89800;693.80;3,651.60;3,651.60;51,122.40
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017209401;76222017209401;7590011251100;OREO REGULAR 216GR PRECORTE;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67300;395.01;2,079.01;346.50;58,212.28
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222107095400;76222107095400;7590011251100;OREO REG EXP 28X6X36G PROM;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;467.78;2,462.00;410.33;68,936.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330104900;77021330104900;7590011251100;OREO REGULAR EXP 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;467.78;2,462.00;410.33;68,936.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330104901;77021330104901;7590011251100;OREO REGULAR 28X6X36G CO;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;467.78;2,462.00;410.33;68,936.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00089;VAINILLA BLANCA;76222100127311;76222100127311;7622210110244;OREO GOLDEN EXP 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.22300;28.00;6.67300;447.06;2,352.95;392.16;65,882.60
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;77021330077911;77021330077911;7702133006661;OREO COOKIE&CREAM 28X6X36G BO;ZREGU;Regular;MDLZ;Activo;6.00;0.22300;28.00;6.67300;447.06;2,352.95;392.16;65,882.60
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;76222107094000;76222107094000;7750168002240;OREO CHOC EXP 12X12X36G PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77021330076401;77021330076401;7750168002240;OREO CHOCO 12X12X36G COL;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77021330076402;77021330076402;7750168002240;OREO CHOCO CO 12X12X36G PROM;;;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77021330101200;77021330101200;7750168002240;OREO CHOCO EXP 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00029;FRESA;76222108450700;76222108450700;7622210754318;OREO FRESA 12X12X36G EXP PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73600;1,037.82;5,462.19;455.18;65,546.28
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00044;LIMON;76222108602300;76222108602300;7622210847898;OREO LIMON 12X12X36G EXP;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73900;926.05;4,873.95;406.16;58,487.40
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014075900;76222014075900;7622201407162;OREO PASTEL 12X12X36G SRP;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.79900;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014617900;76222014617900;7622201461812;OREO DISPLAY WACAM 12X8X36G;ZREGU;Regular;MDLZ;Activo;8.00;0.37400;12.00;4.73700;691.88;3,641.46;455.18;43,697.52
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014618300;76222014618300;7622201461836;RTS OREO SLUG 4X8X126G;ZOFER;Oferta;MDLZ;Activo;8.00;1.08800;4.00;4.66200;2,618.19;13,779.92;1,722.49;55,119.68
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014621400;76222014621400;7622201461812;OREO DISPLAY WACAM 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.28900;28.00;8.59400;518.91;2,731.09;455.18;76,470.52
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222015162600;76222015162600;7622201516284;OREO REG BTM SRP 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44500;12.00;5.81300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017190300;76222017190300;7622201407162;OREO BIRTHDAYCAKE PRECORTE;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;20.00;8.88000;1,172.57;6,171.43;514.29;123,428.60
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017567200;76222017567200;7750168002240;OREO CHOCOLATE 432GR PRECORTE;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73600;1,274.52;6,708.00;559.00;80,496.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017679200;76222017679200;7622201461812;OREO DISPLAY WACAM 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.52900;12.00;6.90000;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017832600;76222017832600;7622300830083;OREO REGULAR VSA 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73600;1,037.82;5,462.19;455.18;65,546.28
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222018014600;76222018014600;7590011251100;OREO ORIGINAL  8X18X36G;ZREGU;Regular;MDLZ;Activo;18.00;0.72000;8.00;5.77000;1,532.77;8,067.23;448.18;64,537.84
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222018014601;76222018014601;7590011251100;OREO ORIGINAL 8X18X36G;ZREGU;Regular;MDLZ;Activo;18.00;0.72000;8.00;5.77000;1,532.77;8,067.23;448.18;64,537.84
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222018093800;76222018093800;7622300830083;OREO REG VSA 10X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;10.00;4.89000;1,037.82;5,462.19;455.18;54,621.90
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222018107500;76222018107500;7622300830083;OREO REG VSA 18X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.45400;18.00;8.62300;1,037.82;5,462.19;455.18;98,319.42
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222102063100;76222102063100;7590011251100;OREO REGULAR EXP 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222102063101;76222102063101;7590011251100;OREO REGULAR CO 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222102063102;76222102063102;7590011251100;OREO REG CO 12X12X36G PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222106437800;76222106437800;7622210643773;OREO SURTIDO X 18;ZREGU;Regular;MDLZ;Activo;1.00;0.67800;8.00;5.77000;1,503.08;7,910.92;7,910.92;63,287.36
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222106842400;76222106842400;7622210684349;OREO ORIGI X432 GTS 2 SS OREO X54GR;ZOFER;Oferta;MDLZ;Activo;1.00;0.56200;8.00;4.91500;1,069.75;5,630.26;5,630.26;45,042.08
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222107093100;76222107093100;7590011251100;OREO REGULAR EXP 12X12X36G PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76223008301400;76223008301400;7622300830083;OREO ORIG 36GRS  16DSX8UNX36G VSA;ZREGU;Regular;MDLZ;Activo;8.00;0.32600;16.00;5.56300;691.88;3,641.46;455.18;58,263.36
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021334616900;77021334616900;7702133883422;OREO ORIGX432G X OREO CHOCX432G;ZOFER;Oferta;MDLZ;Activo;1.00;0.94300;6.00;5.65500;1,914.06;10,074.00;10,074.00;60,444.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021334617000;77021334617000;7702133883439;OREO ORIGX 432G X OREO VAINILLX432G;ZOFER;Oferta;MDLZ;Activo;1.00;0.94300;6.00;5.65500;1,914.06;10,074.00;10,074.00;60,444.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021338816200;77021338816200;7702133883354;OREO ORIGINAL X 2 PWO;ZOFER;Oferta;MDLZ;Activo;1.00;0.94300;6.00;5.65500;2,068.43;10,886.45;10,886.45;65,318.70
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021338816600;77021338816600;7702133883460;3 OREO ORIGINAL X 432G CAJA PWO;ZOFER;Oferta;MDLZ;Activo;1.00;1.39100;1.00;1.39100;3,052.58;16,066.22;16,066.22;16,066.22
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021338816601;77021338816601;7702133883460;3 OREO ORIGINAL X 432G CAJA PWO;ZOFER;Oferta;MDLZ;Activo;1.00;1.53200;1.00;1.53200;3,052.58;16,066.22;16,066.22;16,066.22
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00089;VAINILLA BLANCA;76222101102515;76222101102515;7622210110244;OREO GOLDEN EXP 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,069.75;5,630.25;469.19;67,563.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00089;VAINILLA BLANCA;76222107092900;76222107092900;7622210110244;OREO GOLDEN EXP 12X12X36G PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,037.82;5,462.19;455.18;65,546.28
